scientific_name,protein_acc,biosample_acc,target_acc,contig_acc,start_on_contig,end_on_contig,strand,element_symbol,element_name,type,scope,subtype,class,subclass,amr_method,pct_ref_coverage,pct_ref_identity,taxgroup_name,strain,serovar,element_length,reference_element_length,align_length,hmm_acc,hmm_description,geo_loc_name,isolation_source,epi_type,host,asm_acc,collection_date,Run,closest_reference_acc,closest_reference_name,rel_asm_cov,contig_coverage,asm_coverage,amrfinderplus_version,amrfinderplus_analysis_type,refgene_db_version,target_data_id,contig_url,protein_url,hierarchy_node
Staphylococcus aureus,WP_103146374.1,SAMEA104473547,PDT000284450.2,NZ_OGBB01000049.1,1213482,1214777,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,M3998,,431,431,431,,,Denmark,,clinical,Homo sapiens,GCA_900252035.1,2014,,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,,,,3.11.26,COMBINED,2023-08-08.2,27512159,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/284/450/NZ_OGBB01000049.1.fna.gz,gs://ncbi-pathogen-proteins/WP_/103/146/WP_103146374.1.faa.gz,pbp4
Staphylococcus aureus,WP_103146374.1,SAMEA104473563,PDT000284469.2,NZ_OGBT01000003.1,1156107,1157402,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RH259,,431,431,431,,,Denmark,,clinical,Homo sapiens,GCA_900252205.1,2014,,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,,,,3.11.26,COMBINED,2023-08-08.2,27512199,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/284/469/NZ_OGBT01000003.1.fna.gz,gs://ncbi-pathogen-proteins/WP_/103/146/WP_103146374.1.faa.gz,pbp4
Staphylococcus aureus,WP_103146374.1,SAMN08717736,PDT000335305.2,NZ_PZUL01000001.1,483053,484348,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,CM135,,431,431,431,,,Italy: Florence,sputum,clinical,Homo sapiens,GCA_003237255.1,2015-12,,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.931034,27,29,3.11.26,COMBINED,2023-08-08.2,27750489,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/335/305/NZ_PZUL01000001.1.fna.gz,gs://ncbi-pathogen-proteins/WP_/103/146/WP_103146374.1.faa.gz,pbp4
Staphylococcus aureus,WP_103146374.1,SAMN08717728,PDT000335310.2,NZ_PZUO01000001.1,1199068,1200363,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,CM127,,431,431,431,,,Italy: Florence,bronchoaspiration material,clinical,Homo sapiens,GCA_003237355.1,2015-09,,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.85034,125,147,3.11.26,COMBINED,2023-08-08.2,27749079,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/335/310/NZ_PZUO01000001.1.fna.gz,gs://ncbi-pathogen-proteins/WP_/103/146/WP_103146374.1.faa.gz,pbp4
Staphylococcus aureus,WP_103146374.1,SAMN08717710,PDT000335318.2,NZ_PZVF01000008.1,85314,86609,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,CM109,,431,431,431,,,Italy: Florence,bronchoaspiration material,clinical,Homo sapiens,GCA_003237515.1,2013-10,,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,1.04,26,25,3.11.26,COMBINED,2023-08-08.2,27753329,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/335/318/NZ_PZVF01000008.1.fna.gz,gs://ncbi-pathogen-proteins/WP_/103/146/WP_103146374.1.faa.gz,pbp4
Staphylococcus aureus,WP_103146374.1,SAMN08717725,PDT000335348.2,NZ_PZUR01000007.1,40150,41445,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,CM124,,431,431,431,,,Italy: Florence,bronchoaspiration material,clinical,Homo sapiens,GCA_003238125.1,2015-07,,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.8,32,40,3.11.26,COMBINED,2023-08-08.2,27749019,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/335/348/NZ_PZUR01000007.1.fna.gz,gs://ncbi-pathogen-proteins/WP_/103/146/WP_103146374.1.faa.gz,pbp4
Staphylococcus aureus,WP_103146374.1,SAMN08717692,PDT000335358.2,NZ_PZVW01000001.1,12815,14110,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,CM91,,431,431,431,,,Italy: Florence,various material,clinical,Homo sapiens,GCA_003238315.1,2014-10,,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.790698,34,43,3.11.26,COMBINED,2023-08-08.2,27749029,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/335/358/NZ_PZVW01000001.1.fna.gz,gs://ncbi-pathogen-proteins/WP_/103/146/WP_103146374.1.faa.gz,pbp4
Staphylococcus aureus,WP_103146374.1,SAMN08717682,PDT000335361.2,NZ_PZWD01000003.1,131831,133126,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,CM81,,431,431,431,,,Italy: Florence,bronchoaspiration material,clinical,Homo sapiens,GCA_003238375.1,2013-12,,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,1.0,33,33,3.11.26,COMBINED,2023-08-08.2,27749039,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/335/361/NZ_PZWD01000003.1.fna.gz,gs://ncbi-pathogen-proteins/WP_/103/146/WP_103146374.1.faa.gz,pbp4
Staphylococcus aureus,WP_103146374.1,SAMN08717665,PDT000335367.2,NZ_PZWP01000009.1,25957,27252,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,CM64,,431,431,431,,,Italy: Florence,pharyngeal swab,clinical,Homo sapiens,GCA_003238485.1,2015-09,,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.90566,48,53,3.11.26,COMBINED,2023-08-08.2,27749049,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/335/367/NZ_PZWP01000009.1.fna.gz,gs://ncbi-pathogen-proteins/WP_/103/146/WP_103146374.1.faa.gz,pbp4
Staphylococcus aureus,WP_103146374.1,SAMN08717654,PDT000335372.2,NZ_PZXA01000001.1,691712,693007,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,CM53,,431,431,431,,,Italy: Florence,pharyngeal swab,clinical,Homo sapiens,GCA_003238595.1,2015-05,,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.66,33,50,3.11.26,COMBINED,2023-08-08.2,27749959,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/335/372/NZ_PZXA01000001.1.fna.gz,gs://ncbi-pathogen-proteins/WP_/103/146/WP_103146374.1.faa.gz,pbp4
Staphylococcus aureus,WP_103146374.1,SAMN08717649,PDT000335373.2,NZ_PZXF01000005.1,132288,133583,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,CM48,,431,431,431,,,Italy: Florence,sputum,clinical,Homo sapiens,GCA_003238605.1,2015-03,,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.976744,42,43,3.11.26,COMBINED,2023-08-08.2,27750499,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/335/373/NZ_PZXF01000005.1.fna.gz,gs://ncbi-pathogen-proteins/WP_/103/146/WP_103146374.1.faa.gz,pbp4
Staphylococcus aureus,WP_103146374.1,SAMN08717638,PDT000335379.2,NZ_PZXQ01000002.1,340200,341495,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,CM37,,431,431,431,,,Italy: Florence,sputum,clinical,Homo sapiens,GCA_003238735.1,2014-10,,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.888889,24,27,3.11.26,COMBINED,2023-08-08.2,27748969,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/335/379/NZ_PZXQ01000002.1.fna.gz,gs://ncbi-pathogen-proteins/WP_/103/146/WP_103146374.1.faa.gz,pbp4
Staphylococcus aureus,WP_103146374.1,SAMN08717621,PDT000335388.2,NZ_PZSS01000009.1,43166,44461,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,CM20,,431,431,431,,,Italy: Florence,sputum,clinical,Homo sapiens,GCA_003238925.1,2013-10,,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,1.0,23,23,3.11.26,COMBINED,2023-08-08.2,27749969,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/335/388/NZ_PZSS01000009.1.fna.gz,gs://ncbi-pathogen-proteins/WP_/103/146/WP_103146374.1.faa.gz,pbp4
Staphylococcus aureus,WP_103146374.1,SAMN08717708,PDT000335411.2,NZ_PZVH01000002.1,131766,133061,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,CM107,,431,431,431,,,Italy: Florence,bronchoaspiration material,clinical,Homo sapiens,GCA_003239385.1,2014-06,,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.642857,18,28,3.11.26,COMBINED,2023-08-08.2,27750579,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/335/411/NZ_PZVH01000002.1.fna.gz,gs://ncbi-pathogen-proteins/WP_/103/146/WP_103146374.1.faa.gz,pbp4
Staphylococcus aureus,WP_103146374.1,SAMN08717630,PDT000335428.2,NZ_PZXX01000005.1,131863,133158,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,CM29,,431,431,431,,,Italy: Florence,sputum,clinical,Homo sapiens,GCA_003239715.1,2014-10,,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.966667,29,30,3.11.26,COMBINED,2023-08-08.2,27750559,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/335/428/NZ_PZXX01000005.1.fna.gz,gs://ncbi-pathogen-proteins/WP_/103/146/WP_103146374.1.faa.gz,pbp4
Staphylococcus aureus,WP_103146374.1,SAMN08717679,PDT000335436.2,NZ_PZWE01000001.1,304009,305304,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,CM78,,431,431,431,,,Italy: Florence,various material,clinical,Homo sapiens,GCA_003239855.1,2013-05,,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,1.0,27,27,3.11.26,COMBINED,2023-08-08.2,27750709,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/335/436/NZ_PZWE01000001.1.fna.gz,gs://ncbi-pathogen-proteins/WP_/103/146/WP_103146374.1.faa.gz,pbp4
Staphylococcus aureus,WP_103146374.1,SAMN08717662,PDT000335444.2,NZ_PZWS01000001.1,140354,141649,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,CM61,,431,431,431,,,Italy: Florence,pharyngeal swab,clinical,Homo sapiens,GCA_003240035.1,2015-08,,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.8125,26,32,3.11.26,COMBINED,2023-08-08.2,27749839,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/335/444/NZ_PZWS01000001.1.fna.gz,gs://ncbi-pathogen-proteins/WP_/103/146/WP_103146374.1.faa.gz,pbp4
Staphylococcus aureus,WP_103146374.1,SAMN08717650,PDT000335448.2,NZ_PZXE01000040.1,7310,8605,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,CM49,,431,431,431,,,Italy: Florence,sputum,clinical,Homo sapiens,GCA_003240095.1,2015-03,,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.928571,39,42,3.11.26,COMBINED,2023-08-08.2,27750779,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/335/448/NZ_PZXE01000040.1.fna.gz,gs://ncbi-pathogen-proteins/WP_/103/146/WP_103146374.1.faa.gz,pbp4
Staphylococcus aureus,WP_103146374.1,SAMN08717643,PDT000335450.2,NZ_PZXL01000001.1,140222,141517,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,CM42,,431,431,431,,,Italy: Florence,pharyngeal swab,clinical,Homo sapiens,GCA_003240175.1,2015-02,,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.913043,42,46,3.11.26,COMBINED,2023-08-08.2,27750679,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/335/450/NZ_PZXL01000001.1.fna.gz,gs://ncbi-pathogen-proteins/WP_/103/146/WP_103146374.1.faa.gz,pbp4
Staphylococcus aureus,WP_103146374.1,SAMN08717639,PDT000335452.2,NZ_PZXP01000001.1,558997,560292,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,CM38,,431,431,431,,,Italy: Florence,sputum,clinical,Homo sapiens,GCA_003240185.1,2014-05,,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.909091,30,33,3.11.26,COMBINED,2023-08-08.2,27750159,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/335/452/NZ_PZXP01000001.1.fna.gz,gs://ncbi-pathogen-proteins/WP_/103/146/WP_103146374.1.faa.gz,pbp4
Staphylococcus aureus,WP_103146374.1,SAMN09935541,PDT000389144.2,NZ_QXEL01000004.1,83764,85059,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,Sau-2716Lar,,431,431,431,,,Greece,clinical material,clinical,Homo sapiens,GCA_003605265.1,2012,,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,,,,3.11.26,COMBINED,2023-08-08.2,1037449,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/389/144/NZ_QXEL01000004.1.fna.gz,gs://ncbi-pathogen-proteins/WP_/103/146/WP_103146374.1.faa.gz,pbp4
Staphylococcus aureus,WP_103146374.1,SAMN10170277,PDT000408136.2,NZ_RBVO01000001.1,651177,652472,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,CC1-MRSA-IV,,431,431,431,,,Ireland: Dublin,,clinical,Homo sapiens,GCA_003724015.1,2007,,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.927928,103,111,3.11.26,COMBINED,2023-08-08.2,1027179,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/408/136/NZ_RBVO01000001.1.fna.gz,gs://ncbi-pathogen-proteins/WP_/103/146/WP_103146374.1.faa.gz,pbp4
Staphylococcus aureus,HAR7065516.1,SAMEA104452078,PDT000538361.1,DACMTC010000040.1,3738,5033,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.61,Staphylococcus aureus,028,,431,431,431,,,Germany,,clinical,Homo sapiens,GCA_015604285.1,2015,ERR2232570,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.818182,72,88,3.11.26,COMBINED,2023-08-08.2,10621409,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/538/361/DACMTC010000040.1.fna.gz,gs://ncbi-pathogen-proteins/HAR/706/551/HAR7065516.1.faa.gz,pbp4
Staphylococcus aureus,HAR7063006.1,SAMEA104452079,PDT000538362.1,DACMTB010000027.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,031,,431,431,431,,,Germany,,clinical,Homo sapiens,GCA_015604265.1,2015,ERR2232571,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.721519,114,158,3.11.26,COMBINED,2023-08-08.2,10621969,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/538/362/DACMTB010000027.1.fna.gz,gs://ncbi-pathogen-proteins/HAR/706/300/HAR7063006.1.faa.gz,pbp4
Staphylococcus aureus,HAR7049039.1,SAMEA104452086,PDT000538369.1,DACMSW010000011.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,048,,431,431,431,,,Germany,,clinical,Homo sapiens,GCA_015604105.1,2016,ERR2232582,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.897698,351,391,3.11.26,COMBINED,2023-08-08.2,10621519,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/538/369/DACMSW010000011.1.fna.gz,gs://ncbi-pathogen-proteins/HAR/704/903/HAR7049039.1.faa.gz,pbp4
Staphylococcus aureus,HAR7037429.1,SAMEA104452089,PDT000538372.1,DACMSS010000008.1,10354,11649,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,056,,431,431,431,,,Germany,,clinical,Homo sapiens,GCA_015603885.1,2016,ERR2232586,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.760684,89,117,3.11.26,COMBINED,2023-08-08.2,10621429,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/538/372/DACMSS010000008.1.fna.gz,gs://ncbi-pathogen-proteins/HAR/703/742/HAR7037429.1.faa.gz,pbp4
Staphylococcus aureus,HAR7016195.1,SAMEA104452098,PDT000538381.1,DACMSH010000003.1,131699,132994,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,076,,431,431,431,,,Germany,,clinical,Homo sapiens,GCA_015604005.1,2016,ERR2232596,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.875,161,184,3.11.26,COMBINED,2023-08-08.2,10621919,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/538/381/DACMSH010000003.1.fna.gz,gs://ncbi-pathogen-proteins/HAR/701/619/HAR7016195.1.faa.gz,pbp4
Staphylococcus aureus,HAR7002927.1,SAMEA104452103,PDT000538386.1,DACMSG010000020.1,40666,41961,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,085,,431,431,431,,,Germany,,clinical,Homo sapiens,GCA_015603835.1,2016,ERR2232601,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.754902,77,102,3.11.26,COMBINED,2023-08-08.2,10622029,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/538/386/DACMSG010000020.1.fna.gz,gs://ncbi-pathogen-proteins/HAR/700/292/HAR7002927.1.faa.gz,pbp4
Staphylococcus aureus,HAR7006271.1,SAMEA104452105,PDT000538388.1,DACMSF010000034.1,3782,5077,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,086,,431,431,431,,,Germany,,clinical,Homo sapiens,GCA_015603825.1,2016,ERR2232603,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.740458,97,131,3.11.26,COMBINED,2023-08-08.2,10621709,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/538/388/DACMSF010000034.1.fna.gz,gs://ncbi-pathogen-proteins/HAR/700/627/HAR7006271.1.faa.gz,pbp4
Staphylococcus aureus,HAR6983959.1,SAMEA104452111,PDT000538394.1,DACMRY010000001.1,1255891,1257186,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,089,,431,431,431,,,Germany,,clinical,Homo sapiens,GCA_015603865.1,2016,ERR2232609,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.873563,152,174,3.11.26,COMBINED,2023-08-08.2,10621719,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/538/394/DACMRY010000001.1.fna.gz,gs://ncbi-pathogen-proteins/HAR/698/395/HAR6983959.1.faa.gz,pbp4
Staphylococcus aureus,HAR6975982.1,SAMEA104452128,PDT000538411.1,DACMRU010000031.1,10264,11559,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,104,,431,431,431,,,Germany,,clinical,Homo sapiens,GCA_015603025.1,2016,ERR2232628,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.630872,94,149,3.11.26,COMBINED,2023-08-08.2,10622009,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/538/411/DACMRU010000031.1.fna.gz,gs://ncbi-pathogen-proteins/HAR/697/598/HAR6975982.1.faa.gz,pbp4
Staphylococcus aureus,HAR6965714.1,SAMEA104452140,PDT000538423.1,DACMRQ010000013.1,23334,24629,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,120,,431,431,431,,,Germany,,clinical,Homo sapiens,GCA_015603705.1,2016,ERR2232640,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.766917,102,133,3.11.26,COMBINED,2023-08-08.2,10621639,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/538/423/DACMRQ010000013.1.fna.gz,gs://ncbi-pathogen-proteins/HAR/696/571/HAR6965714.1.faa.gz,pbp4
Staphylococcus aureus,HAR6944863.1,SAMEA104452142,PDT000538425.1,DACMRK010000003.1,20087,21382,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,126,,431,431,431,,,Germany,,clinical,Homo sapiens,GCA_015602775.1,2016,ERR2232642,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.868421,132,152,3.11.26,COMBINED,2023-08-08.2,10621649,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/538/425/DACMRK010000003.1.fna.gz,gs://ncbi-pathogen-proteins/HAR/694/486/HAR6944863.1.faa.gz,pbp4
Staphylococcus aureus,HAR6943888.1,SAMEA104452144,PDT000538427.1,DACMRJ010000018.1,21871,23166,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,128,,431,431,431,,,Germany,,clinical,Homo sapiens,GCA_015603585.1,2016,ERR2232644,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.745098,76,102,3.11.26,COMBINED,2023-08-08.2,10621659,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/538/427/DACMRJ010000018.1.fna.gz,gs://ncbi-pathogen-proteins/HAR/694/388/HAR6943888.1.faa.gz,pbp4
Staphylococcus aureus,HAR6950311.1,SAMEA104452147,PDT000538430.1,DACMRL010000001.1,309329,310624,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,132,,431,431,431,,,Germany,,clinical,Homo sapiens,GCA_015603625.1,2016,ERR2232647,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.817518,112,137,3.11.26,COMBINED,2023-08-08.2,10621669,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/538/430/DACMRL010000001.1.fna.gz,gs://ncbi-pathogen-proteins/HAR/695/031/HAR6950311.1.faa.gz,pbp4
Staphylococcus aureus,HAR6927861.1,SAMEA104452156,PDT000538439.1,DACMRE010000024.1,22548,23843,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,137,,431,431,431,,,Germany,,clinical,Homo sapiens,GCA_015603545.1,2016,ERR2232656,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.752137,88,117,3.11.26,COMBINED,2023-08-08.2,10622259,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/538/439/DACMRE010000024.1.fna.gz,gs://ncbi-pathogen-proteins/HAR/692/786/HAR6927861.1.faa.gz,pbp4
Staphylococcus aureus,HAR6905283.1,SAMEA104452184,PDT000538467.1,DACMQU010000008.1,26012,27307,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,001,,431,431,431,,,Germany,,clinical,Homo sapiens,GCA_015603285.1,2015,ERR2232691,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.946237,176,186,3.11.26,COMBINED,2023-08-08.2,10621999,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/538/467/DACMQU010000008.1.fna.gz,gs://ncbi-pathogen-proteins/HAR/690/528/HAR6905283.1.faa.gz,pbp4
